Annotation order,id,Position,Company Name,Primary Keyword,charc_len,Long Description
76,713d83dc-e3cc-5f31-9d34-5b2f8d957167,Lead Machine Learning Engineer,LabsTech,Data Science,638,"MS in Computer Science or a related technical field
Fluency in Keras deep learning framework
Proficiency in Python
5 years of experience with ML
Strong experience in face detection/tracking
At leas Upper-Intermediate English
Experience in leading the engineering team 
Will be a plus:

Classical computer vision (OpenCV)
Porting deep learning models to edge devices
Experience with ML/DL frameworks (PyTorch, Tensorflow, Caffe, MXNet) and knowledge of the underlying theory
Open source contribution
Profiling and optimization of the machine learning systems
Kaggle competition experience
Experience with NumPy, Scikit-learn"
77,717a4853-da65-57a6-b253-e2f7ed2ec443,Senior Full Stack Developer (Poland),Customertimes,Python,2243,"**Technologies:**
Python, React (or another Frontend language), SQL

**Requirements:**
● Bachelor's degree in Computer Science, Computer Engineering, or related field.
● 5 + years of experience as a Python/ React (or another Frontend language).
● Developer in a production environment.
● Expert knowledge of Python and related frameworks like Flask.
● Expert knowledge of front-end technologies like React.
● Able to hit the ground running in a command line and scripting environment.
● Understanding of relational databases like PostgreSQL.
● Experience with Kafka and RPC frameworks like gRPC is a plus.
● Experience working with test-driven development and unit test frameworks, strong testing and debugging skills.
● Upper Intermediate English.

**Job Responsibilities:**
Potential Teams:
1. Provider Portal
A provider portal is a self-service tool for insurance provider office staff (doctors, facilities, labs,
etc) to engage with our company on common workflows so that they can be more efficient in providing care to our users.

Potential Projects
● Migrate the claim experience to use the latest claim grpc service.
● Address timeouts/slow initial load of list pages.
● improve document upload for multi-page submissions and additional document types.

2. O4B FullStack
O4B full-stack team builds applications and services that support Insurance for Business (also
known as Small Group and Springfield) initiatives.

Potential Projects
● Enables move to next-generation service.
● gRPC Migration: CompanyManagement to Business Management.
● Raygun implementation.

3. DMX Coverage Materials
Reduce the seasonal work for the DMX (Digital Member Experience) through configuration,
automation, and better testing. Own the ID card service, Welcome Kit Service, and welcome
materials triggering logic year-round, supporting a true roadmap of improvements.

**Potential Projects:**
● Welcome Kit Triggers rewrite.
● No Surprises Act ID Card updates.
● ID Card App Rebuild.

**Company offered:**
● Well-established processes and loyal management
● Flexible work schedule
● 20 working days of paid vacation leave
● 10 working days of paid sick leave with a certificate
**Send your CV to us!**"
78,72da340f-3e69-5085-a89e-e6140b3216fb,Backend Engineer,VanOnGo,Python,2985,"Vanongo is an AI-powered last-mile logistics platform that enables transparent and precise delivery for merchants and fleets for sales increase. Focus on the post-checkout part of the journey provides upsell capabilities during the delivery.
Vanongo brings consumer-centric tech to the world of urban last-mile delivery.
We focus on: enabling transparent and precise delivery for merchants and fleets for sales increase making post-checkout part of the journey and enabling upsell capabilities during the delivery.

Join our team as a **Backend Engineer** and become an integral part of our innovative software development process. As a software engineering expert, you will play a key role in designing, developing, maintaining, testing, and evaluating software solutions.

**Recruitment process:**
1. Screening interview with Talent Acquisition Partner (30 min).
2. Technical interview with Backend Tech/Team Lead and Backend Engineer (1 h).
3. Final interview with CTO and Head of Engineering (1 h).

**Requirements:**
· 3+ years of experience as a Backend Engineer with strong expertise in Python.
· Experience in building and supporting programming interfaces (REST API).
· Experience with PostgreSQL.
· Understanding of AWS services (Lambda, API Gateway, EventBridge, S3, CloudWatch).
· Professional experience with development tools, environment, and best practices: unit tests, code review, task trackers, git, swagger, CI/CD, Agile, etc.
· Ability to work remotely and autonomously.

**Responsibilities:**
· Create, ship and maintain a scalable backend code.
· Build and support various programming interfaces for our clients and partners.
· Work collaboratively with our creative team.
· Propose and implement technical approaches for new features, performance improvements, and code refactoring.
· Improve the quality and confidence of a codebase with tests, audits, and performance metrics.
· Communicate effectively in tasks, emails, meetings, and code documentation.

**Would be a plus:**
· Knowledge of data modeling, SQL and NoSQL
· Basic understanding of front-end technologies, such as JavaScript, HTML5, and front-end frameworks.
· Experience with Peewee, Marshmallow, Django, PostGIS.
· Experience with the startup environment.

**In return, we guarantee:**
• Remote work with an extensive onboarding process, monthly CFR (Conversation, Feedback, Recognition) sessions, and opportunities to participate in informal events.
• A chance to shape the product as we actively develop.
• An open and transparent work environment that utilizes OKRs methodology.
• Autonomy to achieve common goals without micromanagement.
• Opportunities for personal and professional development.
• A dynamic and diverse team with unique backgrounds and interests!
• Generous time off including 25 days of Vacation and 25 days of Sick leave, 3 Days off, and 2 Days for Self Development.

Let's build a Better Future in Logistics together. Join us!"
79,733ca3e7-8502-578b-972c-785d9522cb62,Computer vision/AI developer for Norwegian Aquatech company,SFox,Python,2675,"Submerged is an aquatech company delivering camera based sensors for monitoring of salmon and trout in aquaculture. Our sensor platform “RollEye'' automatically measures the size of the fishes and counts sealice.

Submerged AS was established in 2018 to develop a system solution for automatic counting of salmon lice and measurement of biomass. The founders have broad and high formal and practical competence with a trade certificate and a bachelor’s degree in electronics, a master’s degree in cybernetics and physics, and a doctorate in applied optics (physics).

In recent years, the company has developed a product portfolio with a focus on cameras and optical technology used to improve the everyday lives of Norwegian fish farmers and Norwegian fish, as well as help move the research front in marine biology.

We are seeking talented developers with interest in Computer Vision and Data Science who want a leading role in the development of next generation smart camera based sensor solutions for the aquaculture industry. The successful candidate has analytical skills and the ability to use them in practical problems.

For our sensors all data processing is happening in the sensor, at the edge, allowing for scalability in deployment and data processing. The sensors are all running a stack of neural networks which transforms the biological information of the fish into the digital space. 

Responsibilities:
1 Algorithm development and implementation for new and existing products
2 Project management 
3 Suggest new ideas, take an active role in product development, etc. 

Must have skills: 
•	Masters degree or equivalent in technical subjects, such as Data Science, Computer Science, cybernetics, physics, mathematics. Practical experience may compensate for formal competence.
•	Competent in Python programming language
•	Experience with machine learning frameworks (using Pytorch, Tensorflow, Tensorrt)
•	Analytical skills
 Nice to have: 
•	Experience with Nvidia Jetson
•	Image analysis
•	Nvidia cuda
•	Linux/Unix device management
•	C++


Test period - 6 months with 2 weeks of notice period
After test period - 3 months of notice period after test period
Hardware: provided
Salary review: July/August next year
Vacation: 25 days
Sick leave: 5 days 
Paternity/maternity leave: 10 days for a father, 3 month for a mother 
Recruitment process: code review in Github/etc., soft skills interview


What we offer:

•	Direct collaboration with customer from Norway
•	HR support 
•	Team building activities
•	Possibility for self-development
•	Flexibility about working place
•	Reimbursement paid in the same month"
80,73a5455e-c53b-5e9b-9065-7132248a67e7,Senior Data Engineer (Customer behavior),Opinov8,Data Science,1487,"BEING PART OF THE TEAM
- Scaling our existing data processes, focusing on quality every step of the way; 
- Provide guidance on technology, library and tooling choices to the team;
- Wary of things like scope creep, over-engineering and ‘skipping unit tests for now’;
- Learning our business domain;
- Good software engineering principles and practice;
- Solving business problems whilst avoiding technical complexity;
- Collaborating with our teams consisting of data scientists and machine learning engineers, UX specialists, product specialists, and SREs.


POWER YOU BRING
- 5 years or more of software development experience;
- Working together, be that pairing, or wider team collaboration;
- A belief in the agile principles, not just a single ""Agile Process"";
- Willingness to use the appropriate tool for the job, not just the latest ""hot"" technology;
- Sharing your knowledge and experience with others;
- Good (current) knowledge of SQL and at least two other programming languages;
- Experience in collaborative design of software systems including contracts, integration points and database schemas;
- The ability to Test-Drive software with automated tests.

Nice to have:
- Build and design large scale real-time and batch data pipelines;
- Distributed microservice based applications at scale;
- Docker and Kubernetes to run your amazing code;
- Wearing a Scrum Master hat from time to time;
- Experience with cloud technologies such as GCP, AWS."
81,75126653-9838-5ea6-a291-fc9becb282ab,"Full-stack Python Developer (Fintech, Investments)",Digitaledge,Python,933,"Halo Investing (https://haloinvesting.com/) located in downtown Chicago, is a well-funded, financial technology startup who has the first independent multi-issuer platform focused on an investment product known as Structured Notes. 

We are looking for **Middle and Senior levels Python developers** to expand international development team.  This is remote, long-term, full-time position. Be ready for trainings and team buildings abroad. Working hours: partially working hours should overlap with CST timezone. Bootstrap and jQuery - must have skills and other technologies from tech stack would be a great plus. 

**Tech Stack:**
Python
Bootstrap
JQuery
React
AWS
Jenkins
NGinx
Docker
Redis
Postgres

**What you get:**
-remote full-stack position with some level of flexibility
-opportunity to grow together with startup and try new technologies
-career and personal growth 
-vacation, days off and sick leaves"
82,77bc3ea8-0224-54cd-8d2a-3bbc5c853849,Quantitative Developer,Numerical Technologies,Python,1727,"Numerical Technologies is a leading provider of custom software solutions and services specializing in risk, limits, and regulatory capital.
Right now, we are looking for a Quantitative Developer to join our team to help grow company's business in Europe.

**What will you be doing?**
◾️ Work together with the team of senior quantitative analysts on comprehensive model validation and challenging quantitative consultancy projects.
◾️ Help to deliver best-in-class trading and risk enterprise software for the financial markets industry.
◾️ Support and liaise directly with customers in Europe, and collaborate with business development and marketing teams.

**What are we looking for?**
◾️ Passion for the financial markets, working with large amounts of data and understanding of Applied Mathematics
◾️ Degree in CS, Engineering, Physics, Mathematics or Statistics
◾️ Proficient in Python or/and C# 
◾️ Upper Intermediate and higher level of English
◾️ Strong personal and presentation skills
◾️ Data analysis skills and algorithmic mindset

**What additional skills will help you stand out?**
◾️ Knowledge of Quantitative finance is not a must but will give more priority
◾️ Experience with QuantLib, LaTeX
◾️ Knowledge of Algorithms and Data Structures, Interpolation methods, Regression models, Theory of Stochastic Processes, Cryptography

**What we offer:**
◾️ Competitive compensation depending on experience and skills
◾️ Regular assessments and salary reviews
◾️ Compensation for sick lists and regular vacations
◾️ Health insurance
◾️ English/Polish/Spanish/Portuguese classes
◾️ Flexible working schedule
◾️ Possibility of remote work
◾️ Friendly team and enjoyable working environment"
83,78362cd9-b4c5-5862-bd94-8b12017ead42,Middle python developer,Disoft,Python,1940,"**Our expectations:**
- Python commercial experience (at least 1 year);
- Strong knowledges of Django, Django Rest Framework;
- Experience in designing and developing REST API;
- Advanced knowledge of PostgreSQL;
- Understanding the principles of working with the API;
- Good understanding of algorithms, databases and client-server architectures;
- English: documentation reading level and above.
* When responding to a vacancy, please provide a link to the repository 

** What the job is: **
- Design and develop large-scale web applications;
- Work with software and interact with third party APIs;
- Communicate with the development team and project leaders;
- To work on the quality of code and code style after comments in merge requests.
** + The company has no legacy code. **

**We do offer:**
- Excellent opportunities and prospects for professional growth in a company with a long history of success;
- Decent level of remuneration and regular revision of wages;
- The ability to raise the level of income by the personal result of your own actions;
- Comfortable office in the city center; *
- Vacation - 17 working days per year;
- Paid sick leave days - 6 per year;
- Friendly and very responsive team;
- Possibility of transferring the work day to the weekend one.

* Our office is located in the city of Zaporozhye, we offer you to work here or remotely from any other city. Everything you need to work in the office is provided. If you are a remote worker, we can discuss your tech needs after the job interview.

According to the corporate rules of our company, each employee signs a non-disclosure agreement before hiring. While working in the company, it is forbidden to post your resume on job search sites - if you want to leave, first tell us about it. If these conditions fit your principes, we are waiting for you to apply for this job, and are ready to consider you for this position."
84,784bb0e6-83f9-5596-8636-6ce7139caa72,Market Researcher,Geotech.one,Data Analyst,2776,"We are looking for an experienced **Market Researcher** with strong Market and Data Analysis skills in a **Gaming Industry**. This is a project-based and fully-remote role. 

This is the project role where we expect you to generate the report that will help us to understand our competition and target demographics to release a game.

**ABOUT US:**
GeoTech creates tools and art for new media content interaction for the Unreal Engine gaming platform.

We aim to help companies and developers create amazing experiences that push gaming and digital interaction to the next level.

Our main value is our team of excited and passionate developers and artists. We create an informal work environment where we listen to our people and their wishes. 

We see game engines as the future tool for creating any interactive digital experience. We can merge our physical and digital worlds into one by providing integrations with new hardware technologies.

**What are we doing?**
We are working closely with Epic Games on Media and Entertainment products and developing our own Games.

**What do we stand for?**
- Innovation & curiosity
- Passion & fun 
- People & honesty
- Freedom & flexibility

**You will:**
- collect data and assimilate statistics, using statistical software
- collate information and interpret data for the client (GeoTech)
- make recommendations based on the data collected
- present findings to the client (us) in easy-to-understand formats on weekly status updates 
- generate the report that will help us to understand our competition and target demographics to release a game - final goal 

**Our main expectations:**
- 5+ years of experience working in a similar position and with the similar tasks in Gaming Industry
- ability to notice patterns within statistics
- good organizational skills
- confident presentation skills
- commercial awareness
- strong IT skills, including knowledge of statistical software packages
- English - Upper-Intermediate to Fluent

**Soft skills expectations:**
- great service/client oriented attitude
- ability to adapt effectively to new situations in a highly dynamic environment
- solid understanding of change and expectations management
- problem solving attitude using system-thinking approaches
- analytical skills, ability to multitask, attentiveness to the details
- great communication skills

**We offer:**
- experienced, supportive and friendly international team 
- amazing and fun projects with key-players on the market
- fully remote contract job (project-based)
- work-life balance and flexible working schedule
- friendly, collaborative and highly creative working environment 
- open-door culture and transparent communication with minimum bureaucracy"
85,799e37b8-67c3-59e7-821a-9a72b1445475,Solidity (also Web3.js & Full Stack) developer - NFT projects,Dappros,Python,557,"We are open to candidates with little/no Solidity experience as long as you are interested in blockchain, Ethereum and you are able to learn quickly. 

We also look for experienced Middle / Senior Solidity developers.

Experience with the usual stack (Web3, Truffle, Remix, Metamask, OpenZeppelin, IPFS) and Mainnet projects etc would be a plus. If you don't have this experience you will lean quickly by working hand-to-hand with experienced developers. 

We work with world class projects that bring real value to the world - apply to find out more."
86,79c365b2-7d85-5f51-8f71-0ce18d8cfdce,Back-End (Python/Django) Developer (Swedish product),TechScout.tech,Python,988,"Greetings! My name is Maria and I am looking for a Back-End (Python/Django) Developer to help us on a freelance (hourly paid) basis. You are welcome to consider our project as an addition to your main job, all we need is some good clean code, written due to the requirements and stack. Long-term cooperation is considered.

Project: Peak A Trip - www.peakatrip.com - is a Swedish private touristic platform, for the owner and the list of the existing customers.

Conditions:

● 20-25$ per hour
● 1 short online interview with the platform's owner
● Freelance
● Remote
● Start: ASAP

The project stack:

● Web development of RESTful applications in Python / Django.
● Python, Django, Django REST Framework, PostgreSQL, JavaScript, AngularJS, HTML5, CSS3, jQuery, Redis, Celery, Selenium, ElasticSearch, AJAX, TypeScript.
● Responsive Design (Bootstrap), OOP.


Feel free to ping me, I will be glad to share more details about the company and to answer your questions! :)"
87,7a88be53-dd19-5a6b-8f16-035646ce0b32,Junior Data Engineer,AgileEngine,Data Engineer,1554,"**About our projects**

One of our projects revolves around full-stack web application development, software testing, and database enhancement for an embedded analytics provider. Thanks to our joint efforts, our client has been named a leading vendor of supply chain analytics technology in the Gartner Market Guide and received a patent for an innovative approach to real-time big data collection and predictive analytics.

The other project is dedicated to automotive IoT and big data solutions. Our deliverables include solutions that track known and historical locations of vehicles and control car modules and sensors. These solutions have been developed and shipped in a cross-platform format.

**With us, you can**

● Work in a dream team of A-players, 65% of whom are seniors
● Create solutions that will be used by global giants like Paramount, IBM, Deloitte, Volkswagen, and others
● Enjoy flexibility by operating remotely or onsite in one of our RD centers in Odesa, Kharkiv, Chernivtsi, or Kyiv
● Shape your success journey through a personalized growth roadmap tailored to your interests and goals
● Embrace agility — forget about micromanagement and old-school hierarchies

**Our team is looking for someone who has**

● 1+ years of experience
● Experience with agile methodologies
● Be adaptable to a fast-paced environment
● Intermediate English level
● Solution-focused thinking and an ownership mindset
● Positive and open-minded style of communication
● Elevated self-awareness and a desire to develop new skills"
88,7ac2ee1f-5ca0-5da5-ac59-3c3efe161015,Senior Python developer (with AWS /Azure/Google Cloud certification),Soft Industry Alliance Ltd,Python,1388,"We are looking for experienced Python developer for working on American Smart House Project.
Work in European team with European time-zone.

Under secure requirements, it is obligatory to have AWS Certificate or Azure Cloud Certificate, or Google Cloud Certificate (existing or expired at least).

We are looking for engineers, who are willing to experiment, learn new skills, and new ways of approaching interesting and complex tasks.

**We value people:**
– who are keen to express themselves, even if it might not be a popular opinion;
– who are enthusiastic about saving natural resources from depletion by helping us with our mission;
– who are willing to work on a large-scale project with a quite big range of functionality;
– who puts team effort higher than personal gain;
– who values quality over quantity.

**Stack:**
– 4 + years experience with Python;
– Lambdas (where most of our code sits);
– Terraform (where all our configuration sits);
– Redshift / DynamoDB / Athena / S3(Data-lake) (where all our data sits);
– SQS / SNS / API-GW (how we are communicating inside the platform);
– Amazon Kinesis / Glue / Spark (how we are transforming incoming data).

**Other technologies/services/frameworks we are using:**
– Cognito;
– Quicksight;
– PowerBI;
– React(for frontend app);
– Kibana stack;
– CircleCI;
– Redis.

We are waiting for your CV!"
89,7b527f95-e28b-542c-926b-37dccacda50f,Senior Data Engineer,eTeam,Python,3066,"Responsibilities:

Collaborate across teams on the design and development of our data mart (ETL, data modeling, metric design, reporting, and dashboard) to assure stable reporting infrastructure;
Data Transformation and Integration: extract data from identified databases. Create automated data pipelines and transform data to a structure that is relevant to the problem by selecting appropriate techniques. Develop knowledge of current data science and analytics trends;
Data Source Identification: Support the understanding of the priority order of requirements. Help identify the most suitable source for data that is fit for purpose. Perform initial data quality checks and validation on extracted data;
Maintain our data warehouse with timely and quality data;
Create and maintain architecture and systems documentation;
Take on research projects to improve data processing and any implemented machine learning frameworks used by our team;
Be exemplary in promoting Data Engineering best practices within the team;
Plan and execute system expansion as needed to support the company's growth and analytic needs;
Introduce new skills and knowledge into the team adding to the already dynamic environment our Data Engineering team has created;
Share knowledge to complement team-wide expertise;
Assist with the elicitation and documentation of system requirements;
Understand business and technical requirements and constraints to design effective software solutions;
Create conceptual architectures and detailed designs for software solutions;
Constantly improve product quality, security, and performance;
Solve technical problems of the highest scope and complexity;
Working with stakeholders to support their data infrastructure needs;
Develops efficient automated data flows. Analyzes data-related system integration challenges and proposes appropriate solutions.

Requirements:

5+ years of relevant experience in back development;
Demonstrably deep understanding of SQL and analytical data warehouses;
Proficiency in Python;
Practical experience with Snowflake/Google BiqQuery, Fivetran, dbt;
Familiarity with AWS data-related services: Lambda, Kinesis, EventBridge, S3, Athena, OpenSearch, Cognito;
Hands-on experience implementing ETL (or ELT) best practices at scale;
Hands-on experience with data pipeline tools;
Understanding of serverless architecture (AWS Serverless Application Model);
Strong data modeling skills;
Upper-intermediate written and spoken English.

Will be a plus:

Bachelor's degree in computer engineering, software engineering, or a related field;
Experience with large data gathering/collection;
Experience delivering end-to-end projects independently;
Experience using business intelligence reporting tools;
Experience with stream-processing systems.

We offer:

Grow professionally with subsidized certifications, courses, and conferences;
Improve your English with conversation clubs and direct client communication;
Remote work, flexible schedule, bonuses for important life events."
90,7b643574-69f4-5d0f-b76e-8c7bcf974aa4,AI / Neural Networks Team Lead,Deep Knowledge Group,Python,1400,"Skills:
Excellent programming skills in Python
Advanced theoretical and practical knowledge of deep neural networks architectures, types, hyperparameters, and applications
Good understanding and experience in other domains of machine learning
Ability to apply machine learning to various domains, including NLP, computer vision, numeric data processing, audio data processing
Rich and diverse experience in artificial intelligence and deep learning
Understanding of data science and data architecture.

Responsibilities:
Build neural networks based on various data types to solve complex problems in investment analytics, communication, forecasting, natural language processing and science.
Manage team of AI/ML engineers and data scientists
Advise on the deep learning algorithms development
Present ideas in simple, clear and comprehensive form to higher management and external partners.

We offer:
Competitive salary (starting salary 5000-7000 Euro depending on the experience)
Outstanding career opportunities for extraordinary employees (promotion, personal brand development, equity options)
Dive into the cutting edge of the global deep tech business and investment ecosystem
Flexible wage terms
Remote work
Essential opportunities for wage growth
Significant creative freedom and opportunity to work on the things that are interesting for you
Dynamic and friendly team."
91,7bc9aee7-dcfd-5670-bbea-2f50aabbde9a,Fullstack Developer (Sweden),Precis Digital AB,Python,2871,"We are on the lookout for a Fullstack Developer to join our Technology department in Stockholm to help us to define the next generation of digital marketing. The department consists of developers, data engineers, and data scientists that are working together with the aim to provide technology to be used by our digital marketing teams in their work to optimise our clients’ marketing efforts. You will join in an exciting stage as we are in the process of taking our internal tech platform to the next level.

You will work with new, modern development technologies as well as Python/Flask, React and Serverless. You will also have the opportunity to be a part of making decisions and playing an active role when it comes to defining the technical path to follow going forward.

To enjoy the role we believe that you’re a creative problem-solver that likes working closely with your team. As a part of our team, you will be given a lot of freedom and responsibility when it comes to performing both daily tasks and long-term projects,  and you will be a part of an international, ambitious and experienced team. We offer a workplace that is built on supportiveness, curiosity and a desire to break new ground where we value innovation and teamwork. 

**Work-tasks & responsibilities**

- Building, integrating, developing internal products with a focus on usability, performance, security, scalability and high availability. 
- Work together with the team on maintaining and updating current stack and applications as well as set future architecture and technology stack.
- Improve and maintain code quality by writing tests and applying best practices.
- Work closely with our Marketing teams to ensure we are delivering usable and useful technology. 

**Key qualifications**

- Minimum 2 years of work experience within web development.
- Solid and proven ability to build web application using React (1,5+ years)
- Solid and proven ability to build web application backends using Python (Django or Flask) (1,5+ years)
- Hands-on experience working with databases and SQL
- Experience with web application development, preferably with Python (Django or Flask). 
- Have a great interest in exploring and keeping up with new technologies and to go from idea to implementation 
- (Preferred) Experience with DevOps, Docker, Kubernetes and *nix.
- (Preferred) Experience with serverless frameworks and Cloud Providers 
- (Preferred) Knowledge on GCP or similar Cloud Providers with interest in specializing on GCP.

We value a culture of open communication, respect, commitment to the goals and focus on them, but also the courage to deliver complex products as a team. Our preferred qualifications are a welcome addition but not a requirement to apply. We believe that excellent people can come from a range of backgrounds and we value diversity."
92,7befe1c4-9113-5968-b5d1-8da57b6a30b2,Backend Developer. High Frequency Trading and Stat Arb,True Alpha,Python,961,"True Alpha is a privately held Australian company developing high-frequency and market-making trading strategies for various markets. 

Some of the trading strategies that we are hoping you can assist us with: 
- Cross platform stat arb in cryptocurrency. Same or similar trading instruments on crypto exchanged are sometimes traded with a different price. We can discover these inefficiencies and place trades to profit from this price mismatch. 
- BTC market making. Our task here is to provide liquidity in the BTC derivative market. We want to be in the market at all times and optimize for our working inventory. The key challenge is to how one can control the size of our spread so that we minimize our directional market exposure. This strategy works on a timescale of 5 minutes dinamically adjusting the size of the spread inside this interval. 

We are using AWS stack for development. The programming language is either of the Python, C# or C++."
93,7c5714c8-267c-5789-a3be-d3f1727a5105,Software-Developer for Platform Security,BITECC,Python,767,"For a Cloud Migration Project to Azure we are looking for a Software-Developer for Platform Security with following tasks:

Review noncompliance reports

Ensure compliance enforcement in automation scripts (terraform, Infrastructure as code)

Industrialize & automate the platform security operations and compliance reports and dashboards.

Write all operational documentation necessary for the application from a security standpoint.

Provide consultancy to applications to assist migration to the platform, and integration of different security controls.


must have:

Terraform development

Python and Go lang development.

Git/Jenkins/Groovy

Experience with cloud security

Cloud-related technologies (Docker, Kubernetes, etc)

Azure API"
94,7dd87c4a-4482-55e0-b396-a40a12d097a0,Full Stack Web Developer,Codevog,Python,796,"**What you will be responsible for**
- Designing and implementing our back-end architecture
- Structuring our databases and queries
- Building APIs for internal and external use
- Designing and implementing the front-end aspect of our dashboard 
- Deploying the solution in the cloud

**What you bring to the table**
- Skills in JavaScript and in at least one front-end framework (e.g. React, Vue, Angular, etc..)
- Skills in at least one server-side language/framework (Node.js, Python, Java, etc..)
- Familiarity with SQL and NoSQL database languages
- Strong knowledge of AWS is a big plus
- Familiarity with implementing REST APIs and (preferably) GraphQL
- Experience with time series (preferred)
- At least Intermediate level of English, followed by good communication skills."
95,7f543f63-31af-57cb-964c-928e3d962e14,Data Engineer,Playwing Ukraine,Data Science,2644,"You will join our ""Century: Age of Ashes"" team and participate in the launch and live development of the project. Multiplayer and free to play game, ""Century"" will be launched cross-platform and will bring players into a world of Dark Fantasy and epic dragon fights: https://www.century-age-of-ashes.com/

Your mission will be:
- Supervise the Data Platform. Design and management of databases.
- Develop and maintain the data pipeline. Ensure the security, scalability and quality of the data.
- Manage data extraction from the game to the data storage (data lake).
- Build and develop an environment for Data Scientist and Data Analyst.
- Participate with Data Scientists to optimize their algorithms.

Your profile:
- At least 3 years experience with moving, storing and processing data.
- Experience working with cloud Platforms (GCP, AWS) and their data-oriented components (Google BigQuery, Google PubSub, GKE, Airflow etc).
- Experience with optimizing data transport, storage and processing costs.
- Experience with map-reduce systems (eg: Spark).
- Knowledge of DBMS (SQL, NoSQL). Experience with optimizing data structures in BigQuery preferred.
- Mastering of programming languages (Python, C++ or others).
- Experience with data streaming.
- You are organized, autonomous and good communicator.
- Passion about gaming and its industry.
- Fluent in English.

Extra skills that would be appreciated:
- Experience in Free-to-play games.
- Experience or knowledge in video games engines (Unreal engine 4).
- Sensitivity in machine learning, deep learning (TensorFlow, OpenCV, Dlib, NLTK, Spacy, gensim, Scikit-Learn etc).
- Sensitivity in Data Visualization (Tableau).

We offer:
- Paid sick leave, vacation and day-off (40 days per year).
- Ability to work from home.
- Individual development plan.
- Internal education and training.
- Payment for external training.
- Free English lessons with a native speaker.
- Compensation for sports activities.
- Massage services.
- Modern office in the city center.
- Free morning schedule.
- Fruits, milk, cookies and sweets throughout the day.
- Living room with Xbox and TV.
- Shower room and bicycle parking.
- Own small gym.

About Playwing:

Playwing is an independent game developer and publisher founded in 2017 with the goal to create long-lasting relationships with players for each game we make. Our teams are dedicated to developing passionately innovative, fun, and engaging experiences for all platforms.

Playwing is privately owned by the founders of Ubisoft.

Trailer of the ""Century: Age of Ashes"": https://youtu.be/21T_6N_uYHo"
96,8234e0b4-e7ac-553d-b334-38f12e811d9a,Backend Engineer,ParentsWave,Python,2183,"💼 What can we offer 💼

-100% remote work
-Salary up to 100 000$ depending on your experience (Mid/Senior)
-A full-time job with a B2B long-term permanent contract

🔎 What are we looking for 🔎

-At least 2 years of relevant experience in the backend development
-You can write clean code in Python
-Experience with a cloud provider (AWS, Azure, GCP)
-Excellent cloud native tools knowledge, especially microservices, docker and CI/CD
-You are familiar with API
-*Great English skills (B2 minimum) *

💻 Our tech stack includes: 💻

-AWS for all of our Infrastructure
-Docker
-Python / Flask
-MySQL
-MongoDB
-Redis

➕ It would be great if you were also experienced in➕

-Fintech industry knowledge/experience
-Blockchain
-Cryptocurrency

*Responsibilities *

You would mainly be responsible for both developing and deploying backend services focusing on fault tolerance, low latency, high availability and security. You and your team will take full responsibility from the development process to production in a trurly crossfunctional experience.

What are we expecting from you?

-Significant software engineering experience in Python
-Solid previous professional work experience in backend development
-Great teamwork and communication skills in English, comfortable preparing high quality documentation and designs to aid understanding and knowledge sharing.
-Very good knowledge of microservice architectures, cloud native patterns around fault tolerance and container based 12 factor apps
-Experience building contract first services and adopting patterns and frameworks to enable appropriate automated testing at unit, contract, service and end to end levels.
-Experience building services that can be deployed on demand, quickly and with quality. Excellent understanding of CI/CD patterns and good practice.
-High quality observability in building highly scalable and performant software
-Experience working with a public or private cloud vendor
-A great plus would be the knowledge of cryptocurrencies and/or blockchain technology


If this offer caught your eye and you want to make something that matters, apply and join us today!"
97,84b56fa7-b07b-5ddc-b95b-4ffd2cc08f9f,Backend Developer (Helsinki),Games Factory Talents,Python,1198,"Our client, PlayStack is looking for experienced and passionate back-end developer to join the team in the hear of Helsinki.

You will be part of developing our underlying technology which includes intelligent matchmaking, countless interactions between users, smart geocoded analytics and many more upcoming cutting edge technologies.

Playstack Helsinki is a games studio made up of artists, programmers, UI/UX designers and led by games industry veterans. The team is multinational and the official language is English. The studio has the office in Krakow in Poland and candidate can be located there.

Committed to publishing the best games as well as harnessing the rich developer talent that is so highly evident in the Nordic, Baltic and Russian region.


Requirements:
3-5 years of backend development experience
Python and MongoDB experience
Experience with Amazon Web Services (AWS)
Great teamwork skills
Agile software development practices

Considered to be a plus:
Tornado
GraphQL
Unity3D & C#
Web development
Proper documentation

Benefits:
Career development opportunities in fast growing company.
Flexible and friendly working environment downtown Helsinki."
